date,region,product,unit_price,units_sold,revenue
2024-09-13,West,Product B,13.8,12,165.66
2023-08-07,North,Product D,20.48,37,757.6
2023-07-11,West,Product B,14.36,26,373.48
2024-02-22,North,Product C,26.27,33,867.02
2024-12-11,North,Product D,25.05,48,1202.62
2023-10-20,East,Product A,25.08,26,652.17
2024-07-22,East,Product A,26.92,2,53.85
2023-11-16,South,Product C,30.66,46,1410.23
2023-10-01,North,Product C,30.84,21,647.66
2023-11-20,West,Product C,32.84,5,164.21
2024-08-13,North,Product A,24.5,49,1200.55
2023-11-15,West,Product B,20.47,21,429.93
2024-07-07,North,Product A,20.66,7,144.62
2024-08-17,West,Product D,16.8,16,268.82
2024-06-03,East,Product D,19.29,8,154.31
2023-07-02,East,Product B,19.54,7,136.76
2024-09-26,South,Product B,11.55,39,450.33
2024-08-15,West,Product E,47.29,30,1418.85
2024-09-14,West,Product C,41.97,35,1469.09
2024-09-17,West,Product D,19.41,14,271.69
2024-07-25,East,Product E,58.38,43,2510.39
2023-07-12,South,Product A,23.57,47,1107.85
2023-06-13,East,Product C,36.61,24,878.55
2023-07-07,East,Product C,36.41,13,473.39
2023-01-08,North,Product D,17.1,11,188.13
2024-06-26,West,Product A,29.98,40,1199.29
2024-06-14,West,Product E,39.3,7,275.11
2023-03-15,East,Product B,19.03,47,894.49
2024-10-24,East,Product B,19.09,36,687.25
2024-09-12,North,Product E,40.47,44,1780.84
2024-11-10,West,Product A,33.14,29,961.02
2023-09-07,East,Product A,30.23,24,725.56
2023-02-27,North,Product B,13.96,13,181.51
2023-07-21,South,Product A,26.61,43,1144.31
2024-02-02,South,Product E,44.77,29,1298.36
2023-10-21,North,Product A,28.41,8,227.29
2023-09-29,South,Product B,13.78,9,123.98
2023-01-07,East,Product D,21.89,31,678.47
2024-09-11,East,Product D,21.85,18,393.27
2024-08-13,North,Product C,33.44,28,936.23
2024-09-08,East,Product E,52.35,13,680.54
2024-08-19,West,Product A,26.75,14,374.53
2023-04-17,South,Product B,12.96,49,634.86
2023-05-05,West,Product E,38.05,46,1750.32
2024-04-21,East,Product D,23.04,47,1082.84
2024-05-15,South,Product A,20.64,25,515.96
2024-02-26,North,Product E,44.16,28,1236.49
2024-12-20,East,Product D,25.77,46,1185.53
2024-04-17,South,Product C,26.89,49,1317.48
2023-02-10,South,Product E,36.48,32,1167.41
2024-02-08,East,Product A,21.75,25,543.76
2023-05-17,West,Product C,40.02,40,1601.0
2024-01-10,East,Product C,34.98,49,1713.82
2024-07-30,West,Product E,42.4,6,254.37
2024-11-02,North,Product C,40.84,36,1470.23
2023-12-09,East,Product E,58.06,13,754.84
2023-02-05,North,Product D,19.79,19,376.03
2024-05-08,East,Product E,57.43,42,2411.92
2024-10-01,South,Product B,13.4,38,509.14
2023-06-23,South,Product C,30.65,45,1379.43
2023-01-29,North,Product B,11.43,6,68.59
2023-01-20,East,Product E,43.64,23,1003.61
2024-12-09,West,Product C,32.69,16,523.08
2024-05-04,North,Product A,27.18,10,271.79
2023-08-21,West,Product B,13.63,44,599.68
2024-02-26,North,Product E,41.57,38,1579.47
2024-01-17,North,Product A,26.52,3,79.55
2024-10-13,North,Product B,14.5,17,246.49
2024-10-19,East,Product B,18.72,36,673.82
2024-01-20,South,Product A,23.02,3,69.07
2023-12-29,South,Product C,43.63,41,1788.86
2024-09-01,East,Product B,13.97,1,13.97
2023-05-25,East,Product D,22.23,46,1022.46
2023-08-13,South,Product E,45.1,47,2119.69
2024-05-08,South,Product B,13.02,18,234.4
2023-08-07,East,Product B,15.12,21,317.62
2023-07-30,West,Product D,18.7,35,654.46
2023-09-27,East,Product D,21.9,22,481.79
2023-09-13,East,Product D,21.64,27,584.28
2024-04-11,East,Product B,16.39,49,803.04
2024-03-15,West,Product A,20.86,44,917.75
2023-02-22,East,Product A,28.67,33,946.08
2024-02-10,North,Product B,14.09,4,56.36
2023-12-16,North,Product A,26.2,26,681.11
2023-10-31,East,Product A,23.85,21,500.81
2023-12-25,East,Product A,32.98,41,1352.25
2023-11-08,West,Product C,44.86,13,583.12
2023-06-08,West,Product A,26.08,14,365.15
2024-11-26,South,Product D,23.71,42,995.67
2024-03-31,East,Product A,32.42,29,940.27
2024-09-15,East,Product D,20.59,13,267.7
2023-11-30,North,Product D,24.92,8,199.36
2023-05-07,South,Product E,47.68,23,1096.61
2023-02-20,North,Product C,32.49,27,877.19
2023-03-20,East,Product D,21.95,14,307.37
2024-08-06,East,Product B,13.57,48,651.21
2024-09-06,East,Product D,21.48,11,236.3
2024-05-06,North,Product A,22.47,19,426.89
2024-12-12,West,Product A,31.21,34,1061.03
2024-08-13,West,Product D,17.43,17,296.32
2024-09-14,South,Product E,47.72,17,811.22
2024-09-23,South,Product C,37.95,28,1062.69
2023-09-22,South,Product E,44.36,24,1064.71
2024-04-24,North,Product D,22.99,36,827.73
2023-08-25,South,Product D,17.85,5,89.25
2024-12-21,West,Product E,59.03,5,295.15
2024-09-18,East,Product D,19.55,43,840.71
2024-01-24,East,Product C,34.87,26,906.74
2023-03-23,East,Product A,30.05,22,661.2
2023-05-19,North,Product D,16.86,34,573.24
2024-10-03,East,Product D,18.96,18,341.33
2024-08-09,North,Product B,17.8,7,124.59
2023-08-08,West,Product C,29.81,47,1401.07
2024-03-10,West,Product C,16.24,41,665.68
2023-09-03,East,Product B,16.49,25,412.34
2023-09-08,West,Product D,21.38,21,448.92
2023-11-09,South,Product D,17.9,47,841.45
2023-09-06,North,Product B,13.88,23,319.3
2024-06-25,East,Product A,25.19,40,1007.53
2024-02-04,South,Product E,79.66,39,3106.74
2023-11-23,North,Product C,37.86,46,1741.38
2023-02-03,North,Product B,14.84,5,74.18
2024-04-07,North,Product D,20.51,14,287.08
2024-01-02,East,Product B,14.82,33,489.03
2024-06-08,South,Product B,14.41,50,720.39
2023-05-28,West,Product A,29.61,1,29.61
2023-02-15,North,Product B,12.09,7,84.6
2024-07-07,North,Product C,38.94,41,1596.67
2024-06-29,East,Product E,51.47,40,2058.6
2024-11-10,North,Product E,47.53,29,1378.39
2023-02-12,East,Product D,18.13,27,489.4
2023-05-26,West,Product D,16.89,30,506.56
2024-01-05,North,Product A,12.5,31,387.65
2023-08-14,South,Product A,6.13,45,276.06
2023-10-15,North,Product A,25.75,4,103.01
2023-11-01,South,Product A,22.28,5,111.42
2023-01-08,West,Product B,12.32,1,12.32
2024-03-10,West,Product B,38.93,15,583.97
2023-03-24,South,Product B,13.39,24,321.33
2024-12-14,North,Product C,45.77,3,137.32
2024-03-13,South,Product B,15.89,35,556.27
2024-08-20,South,Product E,42.8,29,1241.26
2024-04-02,South,Product A,25.58,6,153.46
2024-08-17,North,Product C,37.83,31,1172.85
2023-06-07,West,Product D,23.8,25,595.01
2024-10-01,West,Product C,41.37,42,1737.58
2024-07-13,East,Product D,42.81,50,2140.47
2023-02-02,West,Product D,16.31,12,195.69
2024-02-22,West,Product E,36.46,37,1349.01
2024-10-15,North,Product B,15.34,30,460.17
2023-12-19,North,Product B,18.18,15,272.7
2024-11-30,East,Product B,19.41,25,485.13
2024-02-29,West,Product E,38.54,13,501.04
2023-09-26,North,Product A,21.64,23,497.69
2024-06-05,East,Product D,20.9,4,83.6
2023-01-16,East,Product C,39.94,44,1757.39
2023-10-07,West,Product E,37.05,33,1222.79
2023-05-23,West,Product C,36.17,29,1048.92
2023-10-25,South,Product A,27.81,29,806.57
2024-04-03,North,Product A,21.63,14,302.79
2024-10-10,West,Product B,16.19,17,275.15
2023-05-03,North,Product B,14.64,3,43.93
2023-06-10,South,Product D,16.2,14,226.77
2024-04-13,East,Product A,25.84,45,1162.74
2024-02-16,East,Product C,34.99,34,1189.76
2024-11-24,North,Product B,17.41,31,539.68
2023-05-27,East,Product C,34.64,49,1697.35
2024-08-04,West,Product A,20.87,14,292.25
2023-04-05,North,Product A,24.75,12,296.95
2023-03-07,North,Product B,15.69,3,47.06
2024-03-01,North,Product D,18.68,49,915.09
2024-12-08,East,Product D,24.76,12,297.16
2024-12-23,West,Product B,16.53,7,115.7
2023-04-03,East,Product E,45.86,26,1192.29
2024-11-19,East,Product C,45.28,22,996.25
2023-09-06,North,Product A,26.29,3,78.87
2023-11-17,West,Product E,59.56,48,2858.89
2023-12-11,West,Product B,15.48,7,108.37
2023-05-15,North,Product E,44.72,46,2057.32
2023-08-09,East,Product B,18.73,49,917.74
2023-07-30,East,Product E,103.48,4,413.93
2024-03-07,South,Product C,32.39,4,129.55
2024-06-27,North,Product C,29.82,27,805.07
2024-02-15,South,Product D,19.28,46,886.92
2023-05-21,West,Product E,45.79,41,1877.37
2023-06-15,North,Product A,28.77,42,1208.47
2023-06-09,East,Product E,56.07,24,1345.75
2024-05-15,North,Product D,17.74,47,833.85
2024-11-14,North,Product A,34.3,3,102.9
2023-08-30,South,Product B,12.41,31,384.7
2023-04-05,East,Product C,41.77,49,2046.53
2024-06-09,East,Product B,15.68,44,689.78
2024-01-14,East,Product D,18.5,26,480.95
2023-06-03,East,Product C,44.45,19,844.54
2023-06-27,East,Product D,18.81,42,789.87
2024-04-15,North,Product B,12.34,47,580.16
2024-03-13,North,Product D,21.15,12,253.77
2023-11-17,North,Product D,18.98,12,227.8
2023-08-16,South,Product E,48.9,48,2347.01
2023-08-10,South,Product D,15.22,12,182.69
2024-12-23,South,Product E,53.84,21,1130.68
2023-01-03,South,Product D,20.26,32,648.3
2023-02-27,West,Product E,34.99,6,209.96
2024-05-11,East,Product C,45.83,44,2016.31
2024-10-30,North,Product D,21.61,29,626.82
2024-03-27,West,Product C,40.68,12,488.14
2024-09-03,South,Product B,13.69,23,314.83
2023-07-15,South,Product C,36.31,32,1161.78
2024-11-24,East,Product E,46.55,20,930.91
2024-01-05,South,Product D,17.82,31,552.32
2023-04-29,South,Product E,49.88,20,997.62
2023-11-12,South,Product A,27.03,1,27.03
2024-06-25,West,Product A,29.23,47,1373.62
2023-10-31,East,Product A,59.92,41,2456.62
2024-03-16,South,Product B,15.95,16,255.17
2023-05-30,North,Product A,28.15,17,478.59
2024-07-19,East,Product C,36.21,28,1013.96
2023-05-08,West,Product E,53.73,42,2256.56
2023-01-06,South,Product E,36.18,21,759.82
2023-04-20,South,Product B,39.99,5,199.94
2024-12-01,South,Product A,28.73,20,574.5
2024-10-15,South,Product D,17.79,2,35.57
2023-05-24,South,Product A,20.95,2,41.9
2023-10-01,North,Product C,40.85,7,285.92
2024-06-04,North,Product C,32.99,47,1550.57
2024-09-02,South,Product E,34.72,25,868.1
2024-09-09,North,Product B,14.84,22,326.48
2024-11-29,North,Product B,18.83,40,753.17
2023-06-14,South,Product B,4.98,22,109.46
2023-04-15,North,Product C,36.36,50,1818.16
2023-10-05,West,Product C,39.49,7,276.46
2023-03-29,East,Product E,45.93,50,2296.71
2023-01-30,East,Product C,31.21,25,780.16
2023-07-05,North,Product B,17.81,4,71.23
2024-08-23,North,Product B,15.0,15,225.05
2023-10-06,West,Product E,50.3,1,50.3
2024-12-27,West,Product A,9.72,30,291.61
2024-09-30,South,Product E,39.15,10,391.54
2024-07-03,North,Product C,31.94,21,670.64
2023-08-31,North,Product D,20.77,31,643.85
2024-09-28,West,Product D,17.09,18,307.56
2023-02-14,East,Product D,18.86,43,811.17
2024-07-15,East,Product B,19.03,7,133.18
2023-09-10,North,Product A,23.75,14,332.47
2023-06-26,East,Product C,41.04,6,246.21
2024-03-17,East,Product A,32.28,13,419.6
2023-03-24,South,Product A,21.77,50,1088.51
2024-05-17,West,Product D,19.29,50,964.7
2023-10-02,West,Product C,33.33,44,1466.64
2023-12-31,West,Product A,27.87,32,891.81
2024-01-14,West,Product C,27.82,18,500.68
2024-07-23,East,Product C,32.83,43,1411.87
2024-06-15,East,Product A,24.87,37,920.23
2024-05-13,East,Product E,48.21,30,1446.29
2023-05-11,East,Product D,19.58,23,450.26
2024-09-09,West,Product C,29.33,49,1437.34
2024-03-13,North,Product E,36.75,21,771.7
2023-05-02,West,Product A,20.4,16,326.34
2023-06-09,West,Product D,22.44,12,269.25
2023-03-16,North,Product A,21.03,49,1030.61
2023-03-29,North,Product C,35.16,7,246.12
2023-09-20,South,Product B,15.84,50,791.95
2024-02-25,South,Product C,29.87,33,985.71
2023-02-10,East,Product C,41.55,46,1911.29
2023-04-27,South,Product C,37.87,9,340.8
2023-06-28,West,Product A,24.05,8,192.37
2023-02-16,West,Product C,35.83,50,1791.45
2023-02-07,North,Product A,24.11,38,916.07
2023-05-13,East,Product D,25.87,36,931.4
2023-06-15,North,Product C,41.96,26,1091.0
2024-02-21,North,Product E,48.28,47,2269.16
2023-03-18,West,Product A,25.69,29,745.08
2024-09-01,West,Product D,22.94,30,688.33
2023-10-02,North,Product C,39.76,41,1630.22
2023-03-01,West,Product B,12.68,47,595.73
2024-12-03,North,Product D,24.39,4,97.55
2023-11-30,South,Product B,14.76,37,546.28
2023-02-17,North,Product A,24.53,24,588.82
2024-12-30,West,Product B,18.74,16,299.87
2023-04-27,North,Product B,13.97,22,307.42
2024-09-28,South,Product D,18.71,41,767.0
2024-10-28,West,Product A,27.5,41,1127.41
2023-09-30,East,Product B,13.31,32,425.85
2023-07-17,South,Product D,20.76,49,1017.0
2024-11-24,North,Product C,35.51,2,71.03
2023-04-02,East,Product B,15.03,29,436.0
2023-04-08,South,Product C,36.09,1,36.09
2023-11-02,North,Product C,34.21,14,478.92
2024-12-25,East,Product B,45.27,48,2172.82
2024-10-01,East,Product A,31.23,39,1217.91
2024-07-31,North,Product C,38.29,17,651.01
2024-12-14,North,Product E,61.34,4,245.38
2023-08-11,North,Product C,38.99,1,38.99
2023-01-16,East,Product A,69.09,43,2970.85
2023-01-24,East,Product D,21.9,34,744.6
2024-05-23,East,Product C,42.46,5,212.29
2023-05-25,North,Product A,25.72,26,668.65
2023-10-05,South,Product D,22.56,48,1083.11
2023-04-03,West,Product E,52.8,32,1689.5
2023-02-27,East,Product C,30.81,32,985.78
2024-11-04,South,Product B,17.9,19,340.11
2023-12-30,East,Product C,107.99,34,3671.57
2024-12-15,North,Product B,17.12,9,154.05
2024-09-10,South,Product D,18.29,4,73.16
2023-05-17,North,Product A,22.42,23,515.67
2023-09-12,East,Product A,30.79,20,615.85
2024-02-01,East,Product C,32.41,31,1004.66
2024-04-11,West,Product D,10.86,9,97.74
2023-03-08,East,Product D,17.68,41,725.01
2023-07-25,West,Product E,42.53,35,1488.66
2023-08-15,South,Product E,48.4,2,96.8
2024-10-23,West,Product C,18.16,31,562.89
2023-12-02,East,Product B,17.55,18,315.83
2024-10-24,West,Product E,45.04,2,90.08
2023-03-15,North,Product C,32.02,17,544.3
2023-08-13,South,Product B,14.73,31,456.66
2024-08-03,South,Product D,16.31,30,489.41
2024-01-27,East,Product D,21.05,47,989.19
2023-09-30,North,Product C,30.46,49,1492.58
2024-11-10,West,Product D,21.67,10,216.73
2023-09-14,West,Product E,37.3,40,1491.89
2024-12-31,East,Product E,58.83,26,1529.7
2024-08-01,South,Product A,28.26,44,1243.45
2023-09-13,South,Product D,21.33,19,405.27
2023-03-14,North,Product B,15.89,39,619.85
2024-07-06,West,Product A,24.84,7,173.88
2023-04-13,West,Product A,20.94,5,104.71
2023-11-04,West,Product E,53.01,12,636.16
2023-01-13,North,Product B,15.22,8,121.77
2023-12-28,East,Product E,49.44,5,247.2
2023-09-16,South,Product D,21.39,25,534.82
2023-05-13,South,Product C,30.09,3,90.27
2023-04-04,South,Product E,35.29,38,1341.14
2023-06-24,North,Product E,44.48,50,2223.99
2024-02-24,North,Product A,19.7,29,571.42
2024-10-02,South,Product C,28.51,5,142.57
2023-09-15,South,Product D,18.91,27,510.44
2024-03-14,North,Product E,46.94,48,2252.88
2023-01-31,East,Product E,38.65,47,1816.47
2024-10-23,East,Product D,19.61,34,666.76
2024-04-21,North,Product C,35.96,45,1618.13
2024-11-09,West,Product D,23.87,20,477.43
2024-06-05,North,Product B,17.0,28,476.05
2023-08-30,South,Product E,39.38,8,315.01
2024-10-04,West,Product E,47.05,42,1976.08
2024-10-06,North,Product B,17.9,39,698.18
2023-02-21,North,Product E,45.71,13,594.26
2023-08-21,West,Product E,49.58,48,2379.99
2024-05-08,North,Product A,22.33,30,670.02
2023-11-30,South,Product D,21.79,13,283.25
2024-01-29,North,Product C,32.5,12,390.03
2023-05-17,East,Product C,33.02,36,1188.61
2024-03-30,East,Product E,48.23,25,1205.75
2023-03-16,West,Product B,15.36,29,445.34
2024-12-04,North,Product D,21.69,14,303.63
2024-07-05,East,Product E,57.32,41,2350.23
2023-11-20,East,Product A,35.44,42,1488.38
2024-09-02,West,Product D,19.71,49,965.73
2023-01-25,West,Product C,36.88,2,73.77
2024-01-22,South,Product A,20.12,16,321.86
2024-08-03,North,Product E,48.29,26,1255.41
2024-10-02,South,Product A,24.35,15,365.19
2024-05-09,East,Product A,29.74,12,356.85
2024-12-27,West,Product A,32.23,47,1514.88
2023-11-25,South,Product A,32.72,6,196.31
2023-08-31,East,Product C,33.93,50,1696.42
2023-07-16,West,Product C,39.07,13,507.95
2023-05-01,North,Product A,29.36,41,1203.78
2024-05-10,East,Product A,22.12,14,309.63
2024-08-14,South,Product D,16.82,20,336.39
2024-04-02,East,Product A,28.65,22,630.38
2024-12-06,South,Product A,31.25,7,218.72
2024-06-05,North,Product D,22.13,44,973.59
2023-09-22,West,Product D,22.84,3,68.53
2023-04-22,South,Product D,21.13,27,570.48
2023-05-21,North,Product B,17.06,10,170.6
2024-11-22,North,Product E,43.29,36,1558.37
2023-01-07,South,Product A,24.49,15,367.32
2024-12-01,East,Product D,26.66,34,906.46
2024-09-29,North,Product C,36.85,22,810.69
2023-08-23,South,Product D,17.24,12,206.89
2023-09-08,East,Product C,43.69,10,436.91
2023-11-22,North,Product D,20.0,38,759.94
2024-10-20,North,Product A,20.33,6,121.98
2023-04-25,East,Product E,40.49,5,202.43
2023-11-14,South,Product D,23.26,44,1023.6
2023-11-21,North,Product A,29.1,44,1280.25
2024-02-23,East,Product D,22.48,31,696.84
2024-03-30,East,Product B,13.37,22,294.21
2024-11-18,West,Product C,36.71,25,917.77
2024-08-27,South,Product C,36.5,14,510.94
2024-07-25,West,Product C,79.52,16,1272.24
2023-04-26,West,Product C,28.36,19,538.83
2024-01-26,South,Product A,19.53,35,683.65
2023-07-23,West,Product E,47.21,46,2171.43
2024-05-12,East,Product C,33.08,35,1157.94
2023-02-26,North,Product A,26.43,24,634.35
2024-11-20,West,Product B,19.86,42,834.19
2023-01-30,East,Product E,41.16,3,123.48
2023-11-19,West,Product B,19.17,27,517.49
2023-06-02,North,Product A,27.74,27,749.11
2024-06-18,East,Product C,32.65,30,979.36
2024-07-18,North,Product D,19.27,15,289.0
2023-02-11,North,Product D,17.44,25,435.99
2024-01-03,South,Product A,19.08,1,19.08
2023-03-14,North,Product B,13.09,3,39.26
2023-01-23,West,Product C,25.72,14,360.06
2024-08-15,East,Product A,27.7,32,886.36
2024-10-02,North,Product A,22.21,50,1110.32
2023-12-12,North,Product A,30.1,36,1083.67
2023-12-22,South,Product A,23.75,4,94.98
2024-03-15,East,Product A,27.02,31,837.74
2024-09-22,North,Product D,18.17,13,236.27
2024-11-23,North,Product C,16.85,20,337.02
2024-06-08,West,Product D,20.61,24,494.59
2023-03-13,West,Product A,24.45,6,146.69
2024-02-01,North,Product E,35.33,7,247.28
2024-03-21,East,Product C,42.68,44,1878.13
2023-01-24,East,Product A,22.6,38,858.89
2023-03-12,East,Product C,34.8,28,974.28
2024-08-02,West,Product A,27.14,19,515.69
2024-05-31,South,Product E,35.74,23,822.12
2023-10-28,West,Product D,21.93,39,855.38
2024-09-11,West,Product B,14.5,45,652.68
2023-05-17,West,Product C,30.7,13,399.14
2023-12-20,North,Product E,59.6,21,1251.53
2023-06-02,North,Product B,12.1,1,12.1
2023-12-21,West,Product D,10.8,36,388.81
2023-07-14,East,Product D,26.17,13,340.25
2023-10-25,East,Product D,19.2,43,825.44
2023-10-12,North,Product C,41.67,13,541.66
2024-01-14,East,Product A,24.84,46,1142.62
2023-10-03,East,Product C,39.36,23,905.22
2024-11-09,West,Product D,24.78,28,693.82
2024-02-29,North,Product B,12.16,6,72.95
2023-11-01,West,Product D,19.37,19,367.96
2024-08-30,South,Product E,48.66,9,437.97
2024-09-03,East,Product D,18.2,44,800.99
2024-04-11,South,Product D,17.43,9,156.86
2024-04-07,South,Product E,44.96,31,1393.78
2023-05-01,East,Product A,31.63,40,1265.18
2023-06-13,North,Product D,19.24,49,942.79
2024-07-18,North,Product A,23.26,10,232.61
2024-10-16,East,Product C,36.37,48,1745.62
2023-07-03,West,Product A,27.5,29,797.56
2023-03-09,East,Product B,15.75,45,708.69
2024-04-04,West,Product D,17.21,50,860.57
2024-12-30,South,Product E,39.49,15,592.33
2024-09-28,West,Product C,38.22,2,76.45
2024-05-21,East,Product A,25.72,41,1054.56
2024-10-08,North,Product B,17.95,6,107.7
2024-09-13,East,Product E,47.74,4,190.97
2023-04-17,East,Product C,36.15,34,1229.19
2023-12-14,West,Product B,17.9,44,787.8
2024-12-19,West,Product A,29.87,3,89.6
2024-06-10,South,Product A,22.66,6,135.96
2023-10-26,West,Product A,24.68,43,1061.43
2023-03-04,East,Product B,18.45,41,756.61
2023-03-28,South,Product C,35.83,12,430.0
2024-08-16,West,Product E,51.46,24,1234.95
2024-05-05,West,Product D,20.48,22,450.66
2023-07-27,West,Product D,23.56,22,518.33
2023-11-09,East,Product B,21.01,16,336.13
2024-02-26,South,Product E,39.09,39,1524.49
2023-06-22,South,Product C,31.24,36,1124.81
2023-04-27,West,Product D,17.65,30,529.45
2024-08-13,West,Product E,48.56,25,1214.03
2024-11-04,East,Product D,13.74,8,109.93
2024-10-26,West,Product C,41.9,39,1634.16
2024-12-14,South,Product A,32.53,20,650.6
2023-01-17,South,Product D,15.71,23,361.31
2023-12-22,South,Product C,35.38,45,1592.16
2023-09-05,North,Product B,16.22,3,48.67
2023-10-17,North,Product B,13.39,50,669.52
2024-11-30,West,Product B,16.46,38,625.34
2024-06-22,East,Product A,25.14,47,1181.8
2023-12-30,North,Product C,41.8,46,1922.78
2023-10-19,North,Product C,33.15,28,928.17
2024-02-21,South,Product C,27.89,18,502.11
2023-08-31,South,Product A,23.85,20,477.07
2024-11-09,West,Product B,15.08,37,557.82
2024-08-18,East,Product C,31.94,4,127.76
2024-02-28,South,Product D,14.71,42,617.95
2023-12-11,East,Product D,27.84,2,55.69
2024-12-31,South,Product C,36.32,30,1089.6
2023-01-22,South,Product C,33.56,36,1208.34
2024-03-19,North,Product C,32.89,19,624.86
2024-06-15,West,Product C,40.82,23,938.95
2023-05-11,South,Product B,12.01,26,312.29
2023-06-13,East,Product B,15.51,46,713.41
2023-03-13,North,Product E,53.42,15,801.26
2024-03-31,South,Product B,16.96,11,186.6
2024-03-27,East,Product E,57.54,8,460.35
2023-08-14,East,Product D,25.28,34,859.66
2023-08-10,North,Product C,41.5,12,497.95
2023-03-24,West,Product B,17.07,47,802.49
2023-02-09,North,Product E,39.91,3,119.73
2024-05-17,West,Product D,16.47,27,444.71
2023-04-26,East,Product B,14.1,10,140.98
2023-08-01,West,Product C,39.98,30,1199.29
2024-11-07,South,Product B,17.8,25,445.06
2024-11-05,North,Product B,18.06,27,487.6
2024-08-04,East,Product E,57.1,27,1541.81
2023-03-08,South,Product C,30.64,18,551.46
2023-07-09,North,Product B,17.25,26,448.4
2024-10-27,West,Product A,21.13,36,760.57
2023-01-24,North,Product A,21.78,7,152.43
2023-08-26,East,Product D,24.32,38,924.12
2024-09-03,West,Product D,19.59,4,78.36
2023-07-03,North,Product C,31.13,24,747.1
2023-08-17,South,Product B,14.26,34,485.01
2024-08-05,South,Product C,29.44,49,1442.51
2023-10-04,North,Product E,53.01,46,2438.68
2024-06-10,South,Product D,21.64,48,1038.85
2024-09-05,East,Product B,15.01,42,630.39
2024-10-13,North,Product B,16.32,6,97.9
2024-06-03,North,Product C,35.07,37,1297.43
2024-07-25,West,Product D,20.0,16,320.07
2024-11-13,West,Product E,45.54,28,1274.98
2023-10-25,West,Product D,22.0,5,110.0
2023-12-02,East,Product C,41.98,10,419.8
2024-02-19,East,Product D,20.05,8,160.39
2024-03-10,East,Product C,38.43,47,1806.09
2024-08-17,North,Product D,19.73,50,986.27
2023-12-10,East,Product D,30.06,32,962.04
2023-08-30,South,Product C,32.47,44,1428.56
2023-09-15,North,Product C,29.18,37,1079.49
2024-10-08,West,Product E,39.75,49,1947.97
2024-09-02,West,Product B,33.12,11,364.3
2024-09-23,East,Product A,27.8,16,444.77
2023-07-26,South,Product E,44.77,42,1880.21
2024-10-17,North,Product A,21.11,18,379.9
2024-10-06,North,Product E,46.56,39,1815.84
2024-08-23,West,Product D,21.37,20,427.3
2023-06-05,South,Product B,12.96,38,492.31
2024-06-12,East,Product E,45.21,16,723.32
2023-08-15,West,Product B,16.74,44,736.34
2023-02-25,East,Product A,22.51,39,877.7
2024-12-13,West,Product C,41.6,46,1913.69
2023-01-27,South,Product D,14.99,12,179.84
2023-11-30,East,Product A,31.71,25,792.79
2023-11-06,South,Product B,19.17,16,306.75
2023-09-18,West,Product B,16.68,45,750.78
2024-08-21,South,Product C,34.47,45,1551.3
2024-03-31,West,Product D,21.8,36,784.64
2023-07-29,East,Product A,23.22,10,232.2
2024-10-20,West,Product E,43.4,21,911.34
2024-12-23,North,Product A,33.92,12,407.03
2023-06-11,North,Product B,16.09,33,531.05
2023-12-15,West,Product B,16.22,35,567.54
2023-03-18,South,Product E,50.14,7,350.99
2024-11-01,South,Product B,18.35,16,293.54
2023-04-22,North,Product D,19.26,26,500.81
2024-10-24,North,Product D,17.85,18,321.25
2024-03-29,South,Product B,13.04,32,417.34
2024-07-05,West,Product A,27.22,43,1170.4
2024-01-28,East,Product A,27.57,5,137.85
2023-11-30,East,Product E,54.27,8,434.17
2024-01-12,South,Product D,18.02,1,18.02
2024-10-14,East,Product B,16.96,33,559.73
2023-12-12,South,Product D,19.53,38,741.96
2023-07-15,North,Product C,39.22,21,823.71
2024-05-02,South,Product E,39.58,20,791.59
2023-02-15,South,Product D,16.03,49,785.51
2023-09-07,West,Product C,39.89,3,119.68
2023-02-06,East,Product A,28.92,49,1417.17
2023-09-11,North,Product B,15.86,44,697.88
2023-02-14,South,Product C,31.51,45,1418.15
2024-08-21,West,Product E,52.07,30,1562.07
2024-06-05,North,Product E,45.77,7,320.4
2024-10-02,East,Product D,25.51,4,102.06
2023-09-30,East,Product A,24.18,5,120.91
2023-03-28,South,Product B,15.04,3,45.13
2024-07-21,South,Product C,32.34,48,1552.16
2023-11-17,North,Product D,27.11,10,271.11
2024-12-16,South,Product A,27.94,27,754.38
2023-02-20,West,Product D,16.59,47,779.96
2023-07-18,West,Product B,15.32,36,551.68
2023-07-24,East,Product B,18.36,13,238.63
2023-06-25,South,Product E,39.35,43,1692.23
2024-01-11,North,Product E,45.27,24,1086.55
2023-03-14,West,Product D,23.61,11,259.66
2024-11-03,East,Product C,51.45,20,1029.05
2023-07-16,South,Product A,22.46,34,763.51
2024-08-13,East,Product A,22.54,44,991.9
2024-05-12,South,Product C,28.14,21,590.95
2023-05-05,West,Product A,29.51,15,442.63
2024-02-26,North,Product D,17.6,38,668.73
2024-11-15,North,Product E,59.28,3,177.83
2024-01-31,North,Product A,24.29,9,218.59
2024-11-20,East,Product A,35.56,17,604.53
2024-12-21,South,Product C,32.45,26,843.72
2024-10-25,North,Product B,13.47,20,269.41
2023-02-18,East,Product C,40.93,39,1596.12
2024-03-05,East,Product C,39.36,29,1141.46
2024-03-18,South,Product E,49.11,50,2455.5
2024-03-23,East,Product D,23.57,11,259.31
2024-02-11,West,Product A,25.51,20,510.1
2023-10-08,West,Product C,34.98,2,69.95
2023-02-26,South,Product A,24.32,34,826.81
